fir_id,district,police_station,ipc_section,crime_type,date_of_incident,location_description,latitude,longitude,modus_operandi,investigation_status,fir_text
FIR-2025-KA-0064,Mangaluru,Mangaluru Police Station,380,Theft in Dwelling House,2025-01-26,"24/338, Kohli Marg, Thanjavur-405506",17.825669,76.858365,Broke open padlock of shop at night,Open,"An incident of Theft in Dwelling House under IPC Section 380 was reported at Mangaluru Police Station, Mangaluru. The incident took place at 24/338, Kohli Marg, Thanjavur-405506. Modus operandi of the suspect: Broke open padlock of shop at night. Investigation status is currently Open."
FIR-2023-KA-0065,Vijayapura,Vijayapura Police Station,498A,Cruelty by Husband or Relatives,2025-01-05,"353, Pillay Marg, Bettiah-626450",16.903566,75.628611,Snatched chain from victim walking on road,Closed,"An incident of Cruelty by Husband or Relatives under IPC Section 498A was reported at Vijayapura Police Station, Vijayapura. The incident took place at 353, Pillay Marg, Bettiah-626450. Modus operandi of the suspect: Snatched chain from victim walking on road. Investigation status is currently Closed."
FIR-2025-KA-0066,Davangere,Davangere Police Station,392,Robbery,2025-02-05,"H.No. 914, Kota Street, Bhubaneswar 015454",16.523535,77.060961,Entered through unlocked door,Open,"An incident of Robbery under IPC Section 392 was reported at Davangere Police Station, Davangere. The incident took place at H.No. 914, Kota Street, Bhubaneswar 015454. Modus operandi of the suspect: Entered through unlocked door. Investigation status is currently Open."
FIR-2026-KA-0067,Bengaluru Rural,Bengaluru Police Station,380,Theft in Dwelling House,2024-09-18,"51/460, Gara Street, Jammu-628659",15.261535,74.604199,Assaulted victim following heated argument over traffic,Closed,"An incident of Theft in Dwelling House under IPC Section 380 was reported at Bengaluru Police Station, Bengaluru Rural. The incident took place at 51/460, Gara Street, Jammu-628659. Modus operandi of the suspect: Assaulted victim following heated argument over traffic. Investigation status is currently Closed."
FIR-2025-KA-0068,Davangere,Davangere Police Station,364,Kidnapping in Order to Murder,2023-10-01,"92, Singhal Ganj, Tadepalligudem 702006",13.097233,74.911795,Created fake profile on social media to defraud,Open,"An incident of Kidnapping in Order to Murder under IPC Section 364 was reported at Davangere Police Station, Davangere. The incident took place at 92, Singhal Ganj, Tadepalligudem 702006. Modus operandi of the suspect: Created fake profile on social media to defraud. Investigation status is currently Open."
FIR-2025-KA-0069,Chikkamagaluru,Chikkamagaluru Police Station,397,Robbery/Dacoity with Attempt to Cause Death,2026-05-25,"183, Sandhu Nagar, Durg-077219",16.093339,76.013315,Threatened victim with knife in isolated area,Closed,"An incident of Robbery/Dacoity with Attempt to Cause Death under IPC Section 397 was reported at Chikkamagaluru Police Station, Chikkamagaluru. The incident took place at 183, Sandhu Nagar, Durg-077219. Modus operandi of the suspect: Threatened victim with knife in isolated area. Investigation status is currently Closed."
FIR-2026-KA-0070,Bengaluru Rural,Bengaluru Police Station,420,Cheating/Fraud,2024-02-06,"76/60, Borde Zila, Patiala 276042",13.571102,76.447947,Assaulted victim following heated argument over traffic,Closed,"An incident of Cheating/Fraud under IPC Section 420 was reported at Bengaluru Police Station, Bengaluru Rural. The incident took place at 76/60, Borde Zila, Patiala 276042. Modus operandi of the suspect: Assaulted victim following heated argument over traffic. Investigation status is currently Closed."
FIR-2026-KA-0071,Mangaluru,Mangaluru Police Station,376,Rape,2025-07-18,"H.No. 49, Dar Nagar, Orai-541391",14.806316,77.599869,Threatened victim with knife in isolated area,Chargesheeted,"An incident of Rape under IPC Section 376 was reported at Mangaluru Police Station, Mangaluru. The incident took place at H.No. 49, Dar Nagar, Orai-541391. Modus operandi of the suspect: Threatened victim with knife in isolated area. Investigation status is currently Chargesheeted."
FIR-2023-KA-0072,Hassan,Hassan Police Station,302,Murder,2023-10-17,"42/48, Chauhan Circle, Jaunpur-352653",16.06217,75.33676,Threatened victim with knife in isolated area,Chargesheeted,"An incident of Murder under IPC Section 302 was reported at Hassan Police Station, Hassan. The incident took place at 42/48, Chauhan Circle, Jaunpur-352653. Modus operandi of the suspect: Threatened victim with knife in isolated area. Investigation status is currently Chargesheeted."
FIR-2023-KA-0073,Kalaburagi,Kalaburagi Police Station,395,Dacoity,2024-08-11,"57/44, Bora Ganj, Ghaziabad 896876",15.493998,78.241471,Assaulted victim following heated argument over traffic,Chargesheeted,"An incident of Dacoity under IPC Section 395 was reported at Kalaburagi Police Station, Kalaburagi. The incident took place at 57/44, Bora Ganj, Ghaziabad 896876. Modus operandi of the suspect: Assaulted victim following heated argument over traffic. Investigation status is currently Chargesheeted."
FIR-2024-KA-0074,Davangere,Davangere Police Station,326,Voluntarily Causing Grievous Hurt by Dangerous Weapons,2024-05-20,"89/66, Vala Ganj, Berhampur 690945",16.353454,75.950237,Offered high returns on fake investment scheme,Closed,"An incident of Voluntarily Causing Grievous Hurt by Dangerous Weapons under IPC Section 326 was reported at Davangere Police Station, Davangere. The incident took place at 89/66, Vala Ganj, Berhampur 690945. Modus operandi of the suspect: Offered high returns on fake investment scheme. Investigation status is currently Closed."
FIR-2024-KA-0075,Chikkamagaluru,Chikkamagaluru Police Station,506,Criminal Intimidation,2024-10-24,"546, Keer Chowk, Ichalkaranji 515535",11.525023,75.965275,Offered high returns on fake investment scheme,Closed,"An incident of Criminal Intimidation under IPC Section 506 was reported at Chikkamagaluru Police Station, Chikkamagaluru. The incident took place at 546, Keer Chowk, Ichalkaranji 515535. Modus operandi of the suspect: Offered high returns on fake investment scheme. Investigation status is currently Closed."
FIR-2026-KA-0076,Mangaluru,Mangaluru Police Station,376,Rape,2024-01-10,"37/78, Uppal Path, Purnia-372004",12.944473,77.06575,Threatened victim with knife in isolated area,Chargesheeted,"An incident of Rape under IPC Section 376 was reported at Mangaluru Police Station, Mangaluru. The incident took place at 37/78, Uppal Path, Purnia-372004. Modus operandi of the suspect: Threatened victim with knife in isolated area. Investigation status is currently Chargesheeted."
FIR-2026-KA-0077,Mangaluru,Mangaluru Police Station,326,Voluntarily Causing Grievous Hurt by Dangerous Weapons,2023-11-02,"30, Sem Circle, Phusro 825777",13.730426,75.769577,Entered through unlocked door,Open,"An incident of Voluntarily Causing Grievous Hurt by Dangerous Weapons under IPC Section 326 was reported at Mangaluru Police Station, Mangaluru. The incident took place at 30, Sem Circle, Phusro 825777. Modus operandi of the suspect: Entered through unlocked door. Investigation status is currently Open."
FIR-2024-KA-0078,Chikkamagaluru,Chikkamagaluru Police Station,380,Theft in Dwelling House,2025-02-25,"92, Bhatia Road, Sri Ganganagar-989993",13.500266,76.575967,Created fake profile on social media to defraud,Closed,"An incident of Theft in Dwelling House under IPC Section 380 was reported at Chikkamagaluru Police Station, Chikkamagaluru. The incident took place at 92, Bhatia Road, Sri Ganganagar-989993. Modus operandi of the suspect: Created fake profile on social media to defraud. Investigation status is currently Closed."
FIR-2024-KA-0079,Tumakuru,Tumakuru Police Station,380,Theft in Dwelling House,2025-12-07,"H.No. 90, Ratta Circle, Visakhapatnam 313081",15.969465,74.875007,Entered through unlocked door,Chargesheeted,"An incident of Theft in Dwelling House under IPC Section 380 was reported at Tumakuru Police Station, Tumakuru. The incident took place at H.No. 90, Ratta Circle, Visakhapatnam 313081. Modus operandi of the suspect: Entered through unlocked door. Investigation status is currently Chargesheeted."
FIR-2026-KA-0080,Shivamogga,Shivamogga Police Station,380,Theft in Dwelling House,2026-03-14,"H.No. 29, Padmanabhan Ganj, Maheshtala-628294",17.384915,77.927622,Snatched chain from victim walking on road,Chargesheeted,"An incident of Theft in Dwelling House under IPC Section 380 was reported at Shivamogga Police Station, Shivamogga. The incident took place at H.No. 29, Padmanabhan Ganj, Maheshtala-628294. Modus operandi of the suspect: Snatched chain from victim walking on road. Investigation status is currently Chargesheeted."
FIR-2026-KA-0081,Hubballi-Dharwad,Hubballi-Dharwad Police Station,384,Extortion,2023-10-29,"H.No. 784, Deshmukh Marg, Pimpri-Chinchwad 309276",18.475222,74.82217,Snatched chain from victim walking on road,Chargesheeted,"An incident of Extortion under IPC Section 384 was reported at Hubballi-Dharwad Police Station, Hubballi-Dharwad. The incident took place at H.No. 784, Deshmukh Marg, Pimpri-Chinchwad 309276. Modus operandi of the suspect: Snatched chain from victim walking on road. Investigation status is currently Chargesheeted."
FIR-2023-KA-0082,Bengaluru Urban,Bengaluru Police Station,324,Voluntarily Causing Hurt by Dangerous Weapons,2023-10-15,"14, Batta Street, Pali 607380",12.828679,77.724826,Entered through unlocked door,Open,"An incident of Voluntarily Causing Hurt by Dangerous Weapons under IPC Section 324 was reported at Bengaluru Police Station, Bengaluru Urban. The incident took place at 14, Batta Street, Pali 607380. Modus operandi of the suspect: Entered through unlocked door. Investigation status is currently Open."
FIR-2025-KA-0083,Hassan,Hassan Police Station,324,Voluntarily Causing Hurt by Dangerous Weapons,2024-01-09,"H.No. 254, Kuruvilla Circle, Cuttack-913524",17.552852,77.566266,Broke open padlock of shop at night,Open,"An incident of Voluntarily Causing Hurt by Dangerous Weapons under IPC Section 324 was reported at Hassan Police Station, Hassan. The incident took place at H.No. 254, Kuruvilla Circle, Cuttack-913524. Modus operandi of the suspect: Broke open padlock of shop at night. Investigation status is currently Open."
FIR-2025-KA-0084,Vijayapura,Vijayapura Police Station,420,Cheating/Fraud,2025-11-07,"02, Raman Road, Bhubaneswar-488933",13.631453,74.362236,Created fake profile on social media to defraud,Chargesheeted,"An incident of Cheating/Fraud under IPC Section 420 was reported at Vijayapura Police Station, Vijayapura. The incident took place at 02, Raman Road, Bhubaneswar-488933. Modus operandi of the suspect: Created fake profile on social media to defraud. Investigation status is currently Chargesheeted."
FIR-2024-KA-0085,Ballari,Ballari Police Station,302,Murder,2023-10-31,"29/69, Krishnan Road, Shahjahanpur-969860",16.603242,75.274876,Threatened victim with knife in isolated area,Open,"An incident of Murder under IPC Section 302 was reported at Ballari Police Station, Ballari. The incident took place at 29/69, Krishnan Road, Shahjahanpur-969860. Modus operandi of the suspect: Threatened victim with knife in isolated area. Investigation status is currently Open."
FIR-2024-KA-0086,Bengaluru Rural,Bengaluru Police Station,379,Theft,2026-04-18,"H.No. 57, Kuruvilla Nagar, Bardhaman-539499",17.119795,76.216916,Broke open padlock of shop at night,Open,"An incident of Theft under IPC Section 379 was reported at Bengaluru Police Station, Bengaluru Rural. The incident took place at H.No. 57, Kuruvilla Nagar, Bardhaman-539499. Modus operandi of the suspect: Broke open padlock of shop at night. Investigation status is currently Open."
FIR-2024-KA-0087,Mangaluru,Mangaluru Police Station,379,Theft,2024-07-28,"H.No. 450, Loyal, Mathura 779140",15.239643,78.087037,Offered high returns on fake investment scheme,Closed,"An incident of Theft under IPC Section 379 was reported at Mangaluru Police Station, Mangaluru. The incident took place at H.No. 450, Loyal, Mathura 779140. Modus operandi of the suspect: Offered high returns on fake investment scheme. Investigation status is currently Closed."
FIR-2026-KA-0088,Bengaluru Rural,Bengaluru Police Station,395,Dacoity,2024-04-14,"139, Raman Path, Munger-052899",13.049177,76.113103,Created fake profile on social media to defraud,Open,"An incident of Dacoity under IPC Section 395 was reported at Bengaluru Police Station, Bengaluru Rural. The incident took place at 139, Raman Path, Munger-052899. Modus operandi of the suspect: Created fake profile on social media to defraud. Investigation status is currently Open."
FIR-2025-KA-0089,Ballari,Ballari Police Station,324,Voluntarily Causing Hurt by Dangerous Weapons,2024-04-09,"57, Bansal Path, Nizamabad-581721",15.688551,78.01365,Snatched chain from victim walking on road,Chargesheeted,"An incident of Voluntarily Causing Hurt by Dangerous Weapons under IPC Section 324 was reported at Ballari Police Station, Ballari. The incident took place at 57, Bansal Path, Nizamabad-581721. Modus operandi of the suspect: Snatched chain from victim walking on road. Investigation status is currently Chargesheeted."
FIR-2023-KA-0090,Davangere,Davangere Police Station,380,Theft in Dwelling House,2025-06-30,"914, Mistry Street, Ambarnath-593009",14.041624,76.837272,Snatched chain from victim walking on road,Closed,"An incident of Theft in Dwelling House under IPC Section 380 was reported at Davangere Police Station, Davangere. The incident took place at 914, Mistry Street, Ambarnath-593009. Modus operandi of the suspect: Snatched chain from victim walking on road. Investigation status is currently Closed."
